cue_arrow,target_x,condition,corr_Ans,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,start_key.started,welcome.stopped,start_key.keys,start_key.rt,start_key.duration,trial.started,fixation.started,fixation.stopped,cue_text.started,cue_text.stopped,target.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,thankyou.started,text.started,text.stopped,thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
→,0.5,valid,right,197,7,19,right,1,0.25391729999682866,None,19,7,197,7,317.0098147999961,,,,,,,,,316.99486110001453,317.0098147999961,317.4944946000178,317.4944946000178,317.7940571999934,318.11058490001597,318.11058490001597,318.37733020001906,right,1,0.25391729999682866,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,198,8,19,left,1,0.306037300004391,None,19,8,198,6,318.3947948999994,,,,,,,,,318.37950559999445,318.3947948999994,318.8764512000198,318.8764512000198,319.19420870000613,319.47829460000503,319.47829460000503,319.79445760001545,left,1,0.306037300004391,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,199,9,19,right,1,0.3272149999975227,None,19,9,199,0,319.8104374000104,,,,,,,,,319.7977024000138,319.8104374000104,320.30968360000406,320.30968360000406,320.61002809999627,320.9104845999973,320.9104845999973,321.24402169999667,right,1,0.3272149999975227,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,200,0,20,right,1,0.35491100000217557,None,20,0,200,2,321.25993160001235,,,,,,,,,321.24476770000183,321.25993160001235,321.74319050001213,321.74319050001213,322.04449490000843,322.3444987999974,322.3444987999974,322.7109282000165,right,1,0.35491100000217557,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,201,1,20,left,1,0.6727937999821734,None,20,1,201,8,322.72716110001784,,,,,,,,,322.71155830001226,322.72716110001784,323.2118901000067,323.2118901000067,323.50969740000437,323.81139590000384,323.81139590000384,324.4947794000036,left,1,0.6727937999821734,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,202,2,20,left,1,0.4364272999810055,None,20,2,202,4,324.5103333000152,,,,,,,,,324.49787490000017,324.5103333000152,324.9945178999915,324.9945178999915,325.3101324000163,325.6096788000141,325.6096788000141,326.06082070001867,left,1,0.4364272999810055,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,203,3,20,left,1,0.3707932000106666,None,20,3,203,5,326.0765805999981,,,,,,,,,326.06138220001594,326.0765805999981,326.5761105999991,326.5761105999991,326.8761879999947,327.17615519999526,327.17615519999526,327.55997629999183,left,1,0.3707932000106666,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,204,4,20,right,1,0.3566149999969639,None,20,4,204,7,327.57622170000104,,,,,,,,,327.56193220001296,327.57622170000104,328.05963659999543,328.05963659999543,328.3596981000155,328.6596116000146,328.6596116000146,329.02683700001216,right,1,0.3566149999969639,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,205,5,20,right,1,0.32639170001493767,None,20,5,205,3,329.0433614999929,,,,,,,,,329.0272995000123,329.0433614999929,329.52637160001905,329.52637160001905,329.82626050000545,330.12624330000835,330.12624330000835,330.4602753999934,right,1,0.32639170001493767,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,206,6,20,left,1,0.29330710001522675,None,20,6,206,1,330.4761393000081,,,,,,,,,330.4623707999999,330.4761393000081,330.95979510000325,330.95979510000325,331.25980610001716,331.55983860002016,331.55983860002016,331.8602322000079,left,1,0.29330710001522675,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,207,7,20,right,1,0.422438699984923,None,20,7,207,9,331.8762968000083,,,,,,,,,331.860654899996,331.8762968000083,332.3596904000151,332.3596904000151,332.6596658999915,332.95955910001067,332.95955910001067,333.3937819999992,right,1,0.422438699984923,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,208,8,20,right,1,0.27553089999128133,None,20,8,208,0,333.40983940000297,,,,,,,,,333.39699649999966,333.40983940000297,333.8930118000135,333.8930118000135,334.20971700001974,334.4929207999958,334.4929207999958,334.7768616999965,right,1,0.27553089999128133,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,209,9,20,left,1,0.2217084000003524,None,20,9,209,6,334.79299220000394,,,,,,,,,334.7789465000096,334.79299220000394,335.27627900001244,335.27627900001244,335.5763581999927,335.8764263000048,335.8764263000048,336.110059300001,left,1,0.2217084000003524,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,210,0,21,right,1,0.26801860000705346,None,21,0,210,3,336.12634859999525,,,,,,,,,336.1120688999945,336.12634859999525,336.6095701000013,336.6095701000013,336.9095312000136,337.20959430001676,337.20959430001676,337.49359070000355,right,1,0.26801860000705346,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,211,1,21,left,1,0.23909980000462383,None,21,1,211,1,337.50970570000936,,,,,,,,,337.4956039999961,337.50970570000936,337.9931132000056,337.9931132000056,338.2931426000141,338.5930270999961,338.5930270999961,338.84354240001994,left,1,0.23909980000462383,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,212,2,21,right,1,0.27362980000907555,None,21,2,212,2,338.8596257000172,,,,,,,,,338.8461835999915,338.8596257000172,339.3431029000203,339.3431029000203,339.6431436999992,339.9429952999926,339.9429952999926,340.22688860000926,right,1,0.27362980000907555,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,213,3,21,left,1,0.32026560002123006,None,21,3,213,6,340.24298270000145,,,,,,,,,340.22874710001634,340.24298270000145,340.726484600018,340.726484600018,341.0265564000001,341.32652150001377,341.32652150001377,341.66021410000394,left,1,0.32026560002123006,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,214,4,21,left,1,0.6153570000024047,None,21,4,214,4,341.6765013000113,,,,,,,,,341.66062880001846,341.6765013000113,342.15982940001413,342.15982940001413,342.4597339000029,342.75986769999145,342.75986769999145,343.37716279999586,left,1,0.6153570000024047,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,215,5,21,left,1,0.7188207999861334,None,21,5,215,8,343.393106500007,,,,,,,,,343.38011650001863,343.393106500007,343.87655610000365,343.87655610000365,344.1763917999924,344.4765102000092,344.4765102000092,345.21031130000483,left,1,0.7188207999861334,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,216,6,21,right,1,0.2564328000007663,None,21,6,216,7,345.2265786000062,,,,,,,,,345.21075160001055,345.2265786000062,345.7098185000068,345.7098185000068,346.00992569999653,346.30989840000984,346.30989840000984,346.57686329999706,right,1,0.2564328000007663,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,217,7,21,right,1,0.26614240001072176,None,21,7,217,0,346.5932395000127,,,,,,,,,346.5772591000132,346.5932395000127,347.0764140000101,347.0764140000101,347.37653490001685,347.676412300003,347.676412300003,347.9437648000021,right,1,0.26614240001072176,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,218,8,21,right,1,0.7061049999902025,None,21,8,218,9,347.96007580001606,,,,,,,,,347.94656380001106,347.96007580001606,348.4431864999933,348.4431864999933,348.7431991000194,349.04324339999584,349.04324339999584,349.76036079999176,right,1,0.7061049999902025,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,219,9,21,left,1,0.45583049999549985,None,21,9,219,5,349.7765376000025,,,,,,,,,349.7607250000001,349.7765376000025,350.25997040001675,350.25997040001675,350.55997880001087,350.86037480001687,350.86037480001687,351.3271330000134,left,1,0.45583049999549985,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,220,0,22,left,1,0.29188520001480356,None,22,0,220,1,351.34345960000064,,,,,,,,,351.327649999992,351.34345960000064,351.8266300999967,351.8266300999967,352.1264512000198,352.4265016000136,352.4265016000136,352.72701980001875,left,1,0.29188520001480356,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,221,1,22,right,1,0.29236419999506325,None,22,1,221,3,352.74378920000163,,,,,,,,,352.72937060002005,352.74378920000163,353.22705760001554,353.22705760001554,353.5266604000062,353.8271599000145,353.8271599000145,354.12805780000053,right,1,0.29236419999506325,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,222,2,22,left,1,0.9211005000106525,None,22,2,222,8,354.1435602999991,,,,,,,,,354.12843680000515,354.1435602999991,354.6434447999927,354.6434447999927,354.9436279000074,355.2434746999934,355.2434746999934,356.1772087000136,left,1,0.9211005000106525,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,223,3,22,right,1,0.41826820001006126,None,22,3,223,7,356.19352460000664,,,,,,,,,356.1775311999954,356.19352460000664,356.6766340000031,356.6766340000031,356.97692300000926,357.2768841999932,357.2768841999932,357.7106483000098,right,1,0.41826820001006126,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,224,4,22,right,1,1.1409745000128169,None,22,4,224,9,357.72676990000764,,,,,,,,,357.7128633999964,357.72676990000764,358.2101106000191,358.2101106000191,358.51128679999965,358.8105759000173,358.8105759000173,359.9612543999974,right,1,1.1409745000128169,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,225,5,22,right,1,0.47697029999108054,None,22,5,225,0,359.9770308000152,,,,,,,,,359.96287760001724,359.9770308000152,360.47680890001357,360.47680890001357,360.7770110999991,361.0769987000094,361.0769987000094,361.5609356999921,right,1,0.47697029999108054,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,226,6,22,left,1,0.34718630000134,None,22,6,226,5,361.57717100001173,,,,,,,,,361.562822900014,361.57717100001173,362.06041920001735,362.06041920001735,362.36038960001315,362.6602641000063,362.6602641000063,363.0109302000201,left,1,0.34718630000134,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,227,7,22,left,1,0.3340887000085786,None,22,7,227,4,363.02714799999376,,,,,,,,,363.0114659999963,363.02714799999376,363.5102898000041,363.5102898000041,363.81130560001475,364.1105154000106,364.1105154000106,364.4612076000194,left,1,0.3340887000085786,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,228,8,22,right,1,0.34685129998251796,None,22,8,228,2,364.47733779999544,,,,,,,,,364.4631799000199,364.47733779999544,364.97687080001924,364.97687080001924,365.2605289000203,365.5606789000158,365.5606789000158,365.9127048999944,right,1,0.34685129998251796,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,229,9,22,left,1,0.41236750001553446,None,22,9,229,6,365.9268798000121,,,,,,,,,365.9143499000056,365.9268798000121,366.4270722999936,366.4270722999936,366.7270089999947,367.0270930000115,367.0270930000115,367.44407850000425,left,1,0.41236750001553446,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,230,0,23,left,1,0.6164083999756258,None,23,0,230,8,367.4604912000068,,,,,,,,,367.4458009999944,367.4604912000068,367.9439179000037,367.9439179000037,368.243719399994,368.54379029999836,368.54379029999836,369.1612049000105,left,1,0.6164083999756258,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,231,1,23,left,1,0.7293707000208087,None,23,1,231,5,369.1772554999916,,,,,,,,,369.16293380002026,369.1772554999916,369.6606921000057,369.6606921000057,369.9606114999915,370.26059520000126,370.26059520000126,370.9942510999972,left,1,0.7293707000208087,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,232,2,23,left,1,0.5015505999908783,None,23,2,232,4,371.010803400015,,,,,,,,,370.99464550000266,371.010803400015,371.49418579999474,371.49418579999474,371.7939009999973,372.09408520002034,372.09408520002034,372.61102989999927,left,1,0.5015505999908783,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,233,3,23,right,1,0.34196479999809526,None,23,3,233,2,372.62811469999724,,,,,,,,,372.61285659999703,372.62811469999724,373.1109875999973,373.1109875999973,373.41024900000775,373.7105365000025,373.7105365000025,374.0611251000082,right,1,0.34196479999809526,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,234,4,23,right,1,0.2806394000072032,None,23,4,234,7,374.07693500001915,,,,,,,,,374.0614784999925,374.07693500001915,374.5611018000054,374.5611018000054,374.8604502000089,375.1605448000191,375.1605448000191,375.44386070000473,right,1,0.2806394000072032,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,235,5,23,right,1,1.6735596999933477,None,23,5,235,9,375.4602989999985,,,,,,,,,375.44575640000403,375.4602989999985,375.9435677000147,375.9435677000147,376.2436534000153,376.5435151999991,376.5435151999991,378.22746819999884,right,1,1.6735596999933477,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,236,6,23,right,1,0.6827879000047687,None,23,6,236,0,378.24394280000706,,,,,,,,,378.2289562000078,378.24394280000706,378.7270095999993,378.7270095999993,379.0270809000067,379.32686590001686,379.32686590001686,380.01080690001254,right,1,0.6827879000047687,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,237,7,23,left,1,0.3783798999793362,None,23,7,237,6,380.0267734999943,,,,,,,,,380.01241920000757,380.0267734999943,380.5103092000063,380.5103092000063,380.8103783999977,381.1104319000151,381.1104319000151,381.4945424000034,left,1,0.3783798999793362,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,238,8,23,left,1,0.3250164000201039,None,23,8,238,1,381.51089020000654,,,,,,,,,381.4950280000048,381.51089020000654,381.9937159999972,381.9937159999972,382.31039440000313,382.5939771000121,382.5939771000121,382.92729829999735,left,1,0.3250164000201039,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,239,9,23,right,1,0.3623848000133876,None,23,9,239,3,382.94410069999867,,,,,,,,,382.9289146999945,382.94410069999867,383.42700389999663,383.42700389999663,383.72706820000894,384.02689629999804,384.02689629999804,384.394128200016,right,1,0.3623848000133876,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,240,0,24,right,1,0.3662389000237454,None,24,0,240,2,384.4106293999939,,,,,,,,,384.39446199999657,384.4106293999939,384.8947230000049,384.8947230000049,385.19379700001446,385.49372009999934,385.49372009999934,385.8609848000051,right,1,0.3662389000237454,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,241,1,24,left,1,0.4198554000176955,None,24,1,241,1,385.87697189999744,,,,,,,,,385.8630978000001,385.87697189999744,386.36032800000976,386.36032800000976,386.6607440999942,386.9602431000094,386.9602431000094,387.39450779999606,left,1,0.4198554000176955,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,242,2,24,right,1,0.4677296000008937,None,24,2,242,7,387.4107209999929,,,,,,,,,387.3961118000152,387.4107209999929,387.8936875000072,387.8936875000072,388.1937019000179,388.49413020000793,388.49413020000793,388.9775606000039,right,1,0.4677296000008937,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,243,3,24,left,1,0.5747715000179596,None,24,3,243,4,388.9940322000184,,,,,,,,,388.9791616000002,388.9940322000184,389.47710390001885,389.47710390001885,389.7774856000033,390.0776884999941,390.0776884999941,390.66114680000464,left,1,0.5747715000179596,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,244,4,24,left,1,0.6506045999994967,None,24,4,244,5,390.6775051000004,,,,,,,,,390.66146610002033,390.6775051000004,391.160498000012,391.160498000012,391.46050710001145,391.76045790000353,391.76045790000353,392.42781779999495,left,1,0.6506045999994967,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,245,5,24,right,1,0.4804978000174742,None,24,5,245,0,392.4439548999944,,,,,,,,,392.4294427999994,392.4439548999944,392.9274184000096,392.9274184000096,393.2272917999944,393.5274356000009,393.5274356000009,394.0112072000047,right,1,0.4804978000174742,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,246,6,24,left,1,1.1382544999942183,None,24,6,246,8,394.0273608000134,,,,,,,,,394.01174839999294,394.0273608000134,394.51066220001667,394.51066220001667,394.81068260001484,395.1105416000064,395.1105416000064,396.26108160000877,left,1,1.1382544999942183,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,247,7,24,right,1,1.1282930999877863,None,24,7,247,9,396.27709630000754,,,,,,,,,396.26272890000837,396.27709630000754,396.7614581999951,396.7614581999951,397.06057110000984,397.3610391000111,397.3610391000111,398.4946053000167,right,1,1.1282930999877863,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,248,8,24,left,1,0.4561286000243854,None,24,8,248,6,398.5104652000009,,,,,,,,,398.49502970001777,398.5104652000009,398.9940454000025,398.9940454000025,399.29441719999886,399.59431129999575,399.59431129999575,400.0612286000105,left,1,0.4561286000243854,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,249,9,24,right,1,0.5670551999937743,None,24,9,249,3,400.0775352999917,,,,,,,,,400.0633375000034,400.0775352999917,400.56133480000426,400.56133480000426,400.86084340000525,401.1607128000178,401.1607128000178,401.74540929999785,right,1,0.5670551999937743,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,250,0,25,right,1,0.44454600001336075,None,25,0,250,3,401.7609850000008,,,,,,,,,401.7458825999929,401.7609850000008,402.24443960000644,402.24443960000644,402.5446318000031,402.8442012000014,402.8442012000014,403.29530210001394,right,1,0.44454600001336075,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,251,1,25,right,1,0.48453760001575574,None,25,1,251,7,403.3107955000014,,,,,,,,,403.29585260001477,403.3107955000014,403.7944397999963,403.7944397999963,404.0943099000142,404.41113180000684,404.41113180000684,404.91234989999793,right,1,0.48453760001575574,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,252,2,25,left,1,0.4230401999957394,None,25,2,252,6,404.92786700002034,,,,,,,,,404.91445490001934,404.92786700002034,405.4278292999952,405.4278292999952,405.7277917000174,406.0284107000043,406.0284107000043,406.461684000009,left,1,0.4230401999957394,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,253,3,25,right,1,0.28807909999159165,None,25,3,253,0,406.47831959999166,,,,,,,,,406.46358260000125,406.47831959999166,406.9612456000177,406.9612456000177,407.2615508000017,407.5612964000029,407.5612964000029,407.8615861000144,right,1,0.28807909999159165,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,254,4,25,right,1,0.48743959999410436,None,25,4,254,2,407.87778529999196,,,,,,,,,407.8620125000016,407.87778529999196,408.3614421999955,408.3614421999955,408.66130130001693,408.9613201000029,408.9613201000029,409.46159399999306,right,1,0.48743959999410436,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,255,5,25,right,1,0.7093326000031084,None,25,5,255,9,409.47813160001533,,,,,,,,,409.46365010002046,409.47813160001533,409.9609829999972,409.9609829999972,410.2610421999998,410.56115839999984,410.56115839999984,411.2785322999989,right,1,0.7093326000031084,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,256,6,25,left,1,0.3669793999870308,None,25,6,256,1,411.29459520001546,,,,,,,,,411.2789722000016,411.29459520001546,411.7778307000117,411.7778307000117,412.0838963999995,412.3785884999961,412.3785884999961,412.7616496999981,left,1,0.3669793999870308,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,257,7,25,left,1,0.6309501000214368,None,25,7,257,4,412.7777943999972,,,,,,,,,412.76207379999687,412.7777943999972,413.261783199996,413.261783199996,413.56119179999223,413.861401800008,413.861401800008,414.4949300000153,left,1,0.6309501000214368,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,258,8,25,left,1,1.4122847999969963,None,25,8,258,8,414.5113055999973,,,,,,,,,414.49731350000366,414.5113055999973,414.99503670001286,414.99503670001286,415.29458929999964,415.5950407999917,415.5950407999917,417.0118013000174,left,1,1.4122847999969963,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,259,9,25,left,1,0.46918419998837635,None,25,9,259,5,417.0280702000018,,,,,,,,,417.01360160001786,417.0280702000018,417.51137680001557,417.51137680001557,417.8114229000057,418.11136030001217,418.11136030001217,418.5952118000132,left,1,0.46918419998837635,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,260,0,26,right,1,0.47564399999100715,None,26,0,260,0,418.6111444999988,,,,,,,,,418.5969483999943,418.6111444999988,419.0948612999928,419.0948612999928,419.39509309999994,419.6948087000055,419.6948087000055,420.1786224000098,right,1,0.47564399999100715,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,261,1,26,right,1,1.0773417000018526,None,26,1,261,9,420.194788599998,,,,,,,,,420.18033760000253,420.194788599998,420.6779116000107,420.6779116000107,420.97788600000786,421.2779411000083,421.2779411000083,422.3616583000112,right,1,1.0773417000018526,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,262,2,26,right,1,0.46365349998814054,None,26,2,262,2,422.3783662999922,,,,,,,,,422.3635553000204,422.3783662999922,422.8616458000033,422.8616458000033,423.1612898000167,423.46147840001504,423.46147840001504,423.92850579999504,right,1,0.46365349998814054,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
